Year,City,Sport,Discipline,NOC,Event,Event gender,Medal,new_column
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,AUT,giant slalom,M,Gold,fuck_off
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,AUT,giant slalom,M,Silver,fuck_off
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,AUT,giant slalom,W,Bronze,fuck_off
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,AUT,giant slalom,W,Silver,fuck_off
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,AUT,slalom,M,Gold,fuck_off
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,AUT,slalom,W,Silver,fuck_off
1956,Cortina d'Ampezzo,Ice Hockey,Ice Hockey,CAN,ice hockey,M,Bronze,fuck_off
1956,Cortina d'Ampezzo,Skating,Figure skating,CAN,pairs,X,Silver,fuck_off
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,CAN,downhill,W,Bronze,fuck_off
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,EUA,giant slalom,W,Gold,fuck_off
1956,Cortina d'Ampezzo,Skiing,Ski Jumping,EUA,K90 individual (70m),M,Bronze,fuck_off
1956,Cortina d'Ampezzo,Skating,Speed skating,FIN,1500m,M,Bronze,fuck_off
1956,Cortina d'Ampezzo,Skiing,Cross Country S,FIN,30km mass start,M,Gold,fuck_off
1956,Cortina d'Ampezzo,Skiing,Cross Country S,FIN,3x5km relay,W,Gold,fuck_off
1956,Cortina d'Ampezzo,Skiing,Cross Country S,FIN,4x10km relay,M,Silver,fuck_off
1956,Cortina d'Ampezzo,Skiing,Cross Country S,FIN,50km,M,Silver,fuck_off
1956,Cortina d'Ampezzo,Skiing,Ski Jumping,FIN,K90 individual (70m),M,Gold,fuck_off
1956,Cortina d'Ampezzo,Skiing,Ski Jumping,FIN,K90 individual (70m),M,Silver,fuck_off
1956,Cortina d'Ampezzo,Skating,Figure skating,HUN,pairs,X,Bronze,fuck_off
1956,Cortina d'Ampezzo,Bobsleigh,Bobsleigh,ITA,four-man,M,Silver,fuck_off
1956,Cortina d'Ampezzo,Bobsleigh,Bobsleigh,ITA,two-man,M,Gold,fuck_off
1956,Cortina d'Ampezzo,Bobsleigh,Bobsleigh,ITA,two-man,M,Silver,fuck_off
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,JPN,slalom,M,Silver,fuck_off
1956,Cortina d'Ampezzo,Skating,Speed skating,NOR,10000m,M,Silver,fuck_off
1956,Cortina d'Ampezzo,Skating,Speed skating,NOR,500m,M,Bronze,fuck_off
1956,Cortina d'Ampezzo,Skiing,Cross Country S,NOR,15km,M,Gold,fuck_off
1956,Cortina d'Ampezzo,Skiing,Nordic Combined,NOR,individual,M,Gold,fuck_off
1956,Cortina d'Ampezzo,Skiing,Nordic Combined,POL,individual,M,Bronze,fuck_off
1956,Cortina d'Ampezzo,Bobsleigh,Bobsleigh,SUI,four-man,M,Gold,fuck_off
1956,Cortina d'Ampezzo,Bobsleigh,Bobsleigh,SUI,two-man,M,Bronze,fuck_off
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,SUI,downhill,M,Silver,fuck_off
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,SUI,downhill,W,Gold,fuck_off
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,SUI,downhill,W,Silver,fuck_off
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,SUI,slalom,W,Gold,fuck_off
1956,Cortina d'Ampezzo,Skating,Speed skating,SWE,10000m,M,Gold,fuck_off
1956,Cortina d'Ampezzo,Skating,Speed skating,SWE,5000m,M,Silver,fuck_off
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,SWE,slalom,M,Bronze,fuck_off
1956,Cortina d'Ampezzo,Skiing,Cross Country S,SWE,10km,W,Bronze,fuck_off
1956,Cortina d'Ampezzo,Skiing,Cross Country S,SWE,15km,M,Silver,fuck_off
1956,Cortina d'Ampezzo,Skiing,Cross Country S,SWE,30km mass start,M,Silver,fuck_off
1956,Cortina d'Ampezzo,Skiing,Cross Country S,SWE,3x5km relay,W,Bronze,fuck_off
1956,Cortina d'Ampezzo,Skiing,Cross Country S,SWE,4x10km relay,M,Bronze,fuck_off
1956,Cortina d'Ampezzo,Skiing,Cross Country S,SWE,50km,M,Gold,fuck_off
1956,Cortina d'Ampezzo,Skiing,Nordic Combined,SWE,individual,M,Silver,fuck_off
1956,Cortina d'Ampezzo,Ice Hockey,Ice Hockey,URS,ice hockey,M,Gold,fuck_off
1956,Cortina d'Ampezzo,Skating,Speed skating,URS,10000m,M,Bronze,fuck_off
1956,Cortina d'Ampezzo,Skating,Speed skating,URS,1500m,M,Gold,fuck_off
1956,Cortina d'Ampezzo,Skating,Speed skating,URS,1500m,M,Gold,fuck_off
1956,Cortina d'Ampezzo,Skating,Speed skating,URS,5000m,M,Bronze,fuck_off
1956,Cortina d'Ampezzo,Skating,Speed skating,URS,5000m,M,Gold,fuck_off
1956,Cortina d'Ampezzo,Skating,Speed skating,URS,500m,M,Gold,fuck_off
1956,Cortina d'Ampezzo,Skating,Speed skating,URS,500m,M,Silver,fuck_off
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,URS,slalom,W,Bronze,fuck_off
1956,Cortina d'Ampezzo,Skiing,Cross Country S,URS,10km,W,Gold,fuck_off
1956,Cortina d'Ampezzo,Skiing,Cross Country S,URS,10km,W,Silver,fuck_off
1956,Cortina d'Ampezzo,Skiing,Cross Country S,URS,15km,M,Bronze,fuck_off
1956,Cortina d'Ampezzo,Skiing,Cross Country S,URS,30km mass start,M,Bronze,fuck_off
1956,Cortina d'Ampezzo,Skiing,Cross Country S,URS,3x5km relay,W,Silver,fuck_off
1956,Cortina d'Ampezzo,Skiing,Cross Country S,URS,4x10km relay,M,Gold,fuck_off
1956,Cortina d'Ampezzo,Skiing,Cross Country S,URS,50km,M,Bronze,fuck_off
1956,Cortina d'Ampezzo,Bobsleigh,Bobsleigh,USA,four-man,M,Bronze,fuck_off
1956,Cortina d'Ampezzo,Ice Hockey,Ice Hockey,USA,ice hockey,M,Silver,fuck_off
1956,Cortina d'Ampezzo,Skating,Figure skating,USA,individual,M,Bronze,fuck_off
1956,Cortina d'Ampezzo,Skating,Figure skating,USA,individual,M,Gold,fuck_off
1956,Cortina d'Ampezzo,Skating,Figure skating,USA,individual,M,Silver,fuck_off
1956,Cortina d'Ampezzo,Skating,Figure skating,USA,individual,W,Gold,fuck_off
1956,Cortina d'Ampezzo,Skating,Figure skating,USA,individual,W,Silver,fuck_off
1960,Squaw Valley,Skiing,Alpine Skiing,AUT,downhill,W,Bronze,fuck_off
1960,Squaw Valley,Skiing,Alpine Skiing,AUT,giant slalom,M,Bronze,fuck_off
1960,Squaw Valley,Skiing,Alpine Skiing,AUT,giant slalom,M,Silver,fuck_off
1960,Squaw Valley,Skiing,Alpine Skiing,AUT,slalom,M,Gold,fuck_off
1960,Squaw Valley,Skiing,Alpine Skiing,AUT,slalom,M,Silver,fuck_off
1960,Squaw Valley,Skiing,Ski Jumping,AUT,K90 individual (70m),M,Bronze,fuck_off
1960,Squaw Valley,Ice Hockey,Ice Hockey,CAN,ice hockey,M,Silver,fuck_off
1960,Squaw Valley,Skating,Figure skating,CAN,individual,M,Bronze,fuck_off
1960,Squaw Valley,Skating,Figure skating,CAN,pairs,X,Gold,fuck_off
1960,Squaw Valley,Skiing,Alpine Skiing,CAN,slalom,W,Gold,fuck_off
1960,Squaw Valley,Skating,Figure skating,EUA,pairs,X,Silver,fuck_off
1960,Squaw Valley,Skating,Speed skating,EUA,1000m,W,Silver,fuck_off
1960,Squaw Valley,Skating,Speed skating,EUA,500m,W,Gold,fuck_off
1960,Squaw Valley,Skiing,Alpine Skiing,EUA,downhill,M,Silver,fuck_off
1960,Squaw Valley,Skiing,Alpine Skiing,EUA,downhill,W,Gold,fuck_off
1960,Squaw Valley,Skiing,Alpine Skiing,EUA,slalom,W,Bronze,fuck_off
1960,Squaw Valley,Skiing,Nordic Combined,EUA,individual,M,Gold,fuck_off
1960,Squaw Valley,Skiing,Ski Jumping,EUA,K90 individual (70m),M,Gold,fuck_off
1960,Squaw Valley,Biathlon,Biathlon,FIN,20km,M,Silver,fuck_off
1960,Squaw Valley,Skating,Speed skating,FIN,3000m,W,Bronze,fuck_off
1960,Squaw Valley,Skiing,Cross Country S,FIN,15km,M,Bronze,fuck_off
1960,Squaw Valley,Skiing,Cross Country S,FIN,3x5km relay,W,Bronze,fuck_off
1960,Squaw Valley,Skiing,Cross Country S,FIN,4x10km relay,M,Gold,fuck_off
1960,Squaw Valley,Skiing,Cross Country S,FIN,50km,M,Gold,fuck_off
1960,Squaw Valley,Skiing,Cross Country S,FIN,50km,M,Silver,fuck_off
1960,Squaw Valley,Skiing,Ski Jumping,FIN,K90 individual (70m),M,Silver,fuck_off
1960,Squaw Valley,Skiing,Alpine Skiing,FRA,downhill,M,Bronze,fuck_off
1960,Squaw Valley,Skiing,Alpine Skiing,FRA,downhill,M,Gold,fuck_off
1960,Squaw Valley,Skiing,Alpine Skiing,FRA,slalom,M,Bronze,fuck_off
1960,Squaw Valley,Skiing,Alpine Skiing,ITA,giant slalom,W,Bronze,fuck_off
1960,Squaw Valley,Skating,Figure skating,NED,individual,W,Silver,fuck_off
1960,Squaw Valley,Skating,Speed skating,NED,5000m,M,Bronze,fuck_off
1960,Squaw Valley,Skating,Speed skating,NOR,10000m,M,Gold,fuck_off
1960,Squaw Valley,Skating,Speed skating,NOR,1500m,M,Gold,fuck_off
1960,Squaw Valley,Skating,Speed skating,NOR,5000m,M,Silver,fuck_off
1960,Squaw Valley,Skiing,Cross Country S,NOR,15km,M,Gold,fuck_off
1960,Squaw Valley,Skiing,Cross Country S,NOR,4x10km relay,M,Silver,fuck_off
1960,Squaw Valley,Skiing,Nordic Combined,NOR,individual,M,Silver,fuck_off
1960,Squaw Valley,Skating,Speed skating,POL,1500m,W,Bronze,fuck_off
1960,Squaw Valley,Skating,Speed skating,POL,1500m,W,Silver,fuck_off
1960,Squaw Valley,Skiing,Alpine Skiing,SUI,giant slalom,M,Gold,fuck_off
1960,Squaw Valley,Skiing,Alpine Skiing,SUI,giant slalom,W,Gold,fuck_off
1960,Squaw Valley,Biathlon,Biathlon,SWE,20km,M,Gold,fuck_off
1960,Squaw Valley,Skating,Speed skating,SWE,10000m,M,Bronze,fuck_off
1960,Squaw Valley,Skiing,Cross Country S,SWE,15km,M,Silver,fuck_off
1960,Squaw Valley,Skiing,Cross Country S,SWE,30km mass start,M,Gold,fuck_off
1960,Squaw Valley,Skiing,Cross Country S,SWE,30km mass start,M,Silver,fuck_off
1960,Squaw Valley,Skiing,Cross Country S,SWE,3x5km relay,W,Gold,fuck_off
1960,Squaw Valley,Skiing,Cross Country S,SWE,50km,M,Bronze,fuck_off
1960,Squaw Valley,Skating,Figure skating,TCH,individual,M,Silver,fuck_off
1960,Squaw Valley,Biathlon,Biathlon,URS,20km,M,Bronze,fuck_off
1960,Squaw Valley,Ice Hockey,Ice Hockey,URS,ice hockey,M,Bronze,fuck_off
1960,Squaw Valley,Skating,Speed skating,URS,10000m,M,Silver,fuck_off
1960,Squaw Valley,Skating,Speed skating,URS,1000m,W,Bronze,fuck_off
1960,Squaw Valley,Skating,Speed skating,URS,1000m,W,Gold,fuck_off
1960,Squaw Valley,Skating,Speed skating,URS,1500m,M,Bronze,fuck_off
1960,Squaw Valley,Skating,Speed skating,URS,1500m,M,Gold,fuck_off
1960,Squaw Valley,Skating,Speed skating,URS,1500m,W,Gold,fuck_off
1960,Squaw Valley,Skating,Speed skating,URS,3000m,W,Gold,fuck_off
1960,Squaw Valley,Skating,Speed skating,URS,3000m,W,Silver,fuck_off
1960,Squaw Valley,Skating,Speed skating,URS,5000m,M,Gold,fuck_off
1960,Squaw Valley,Skating,Speed skating,URS,500m,M,Bronze,fuck_off
1960,Squaw Valley,Skating,Speed skating,URS,500m,M,Gold,fuck_off
1960,Squaw Valley,Skating,Speed skating,URS,500m,W,Silver,fuck_off
1960,Squaw Valley,Skiing,Cross Country S,URS,10km,W,Bronze,fuck_off
1960,Squaw Valley,Skiing,Cross Country S,URS,10km,W,Gold,fuck_off
1960,Squaw Valley,Skiing,Cross Country S,URS,10km,W,Silver,fuck_off
1960,Squaw Valley,Skiing,Cross Country S,URS,30km mass start,M,Bronze,fuck_off
1960,Squaw Valley,Skiing,Cross Country S,URS,3x5km relay,W,Silver,fuck_off
1960,Squaw Valley,Skiing,Cross Country S,URS,4x10km relay,M,Bronze,fuck_off
1960,Squaw Valley,Skiing,Nordic Combined,URS,individual,M,Bronze,fuck_off
1960,Squaw Valley,Ice Hockey,Ice Hockey,USA,ice hockey,M,Gold,fuck_off
1960,Squaw Valley,Skating,Figure skating,USA,individual,M,Gold,fuck_off
1960,Squaw Valley,Skating,Figure skating,USA,individual,W,Bronze,fuck_off
1960,Squaw Valley,Skating,Figure skating,USA,individual,W,Gold,fuck_off
1960,Squaw Valley,Skating,Figure skating,USA,pairs,X,Bronze,fuck_off
1960,Squaw Valley,Skating,Speed skating,USA,500m,M,Silver,fuck_off
1960,Squaw Valley,Skating,Speed skating,USA,500m,W,Bronze,fuck_off
1960,Squaw Valley,Skiing,Alpine Skiing,USA,downhill,W,Silver,fuck_off
1960,Squaw Valley,Skiing,Alpine Skiing,USA,giant slalom,W,Silver,fuck_off
1960,Squaw Valley,Skiing,Alpine Skiing,USA,slalom,W,Silver,fuck_off
1964,Innsbruck,Bobsleigh,Bobsleigh,AUT,four-man,M,Silver,fuck_off
1964,Innsbruck,Luge,Luge,AUT,doubles,X,Gold,fuck_off
1964,Innsbruck,Luge,Luge,AUT,doubles,X,Silver,fuck_off
1964,Innsbruck,Luge,Luge,AUT,singles,W,Bronze,fuck_off
1964,Innsbruck,Skating,Figure skating,AUT,individual,W,Silver,fuck_off
1964,Innsbruck,Skiing,Alpine Skiing,AUT,downhill,M,Gold,fuck_off
1964,Innsbruck,Skiing,Alpine Skiing,AUT,downhill,W,Bronze,fuck_off
1964,Innsbruck,Skiing,Alpine Skiing,AUT,downhill,W,Gold,fuck_off
1964,Innsbruck,Skiing,Alpine Skiing,AUT,downhill,W,Silver,fuck_off
1964,Innsbruck,Skiing,Alpine Skiing,AUT,giant slalom,M,Bronze,fuck_off
1964,Innsbruck,Skiing,Alpine Skiing,AUT,giant slalom,M,Silver,fuck_off
1964,Innsbruck,Skiing,Alpine Skiing,AUT,slalom,M,Gold,fuck_off
1964,Innsbruck,Bobsleigh,Bobsleigh,CAN,four-man,M,Gold,fuck_off
1964,Innsbruck,Skating,Figure skating,CAN,individual,W,Bronze,fuck_off
1964,Innsbruck,Skating,Figure skating,CAN,pairs,X,Bronze,fuck_off
1964,Innsbruck,Luge,Luge,EUA,singles,M,Bronze,fuck_off
1964,Innsbruck,Luge,Luge,EUA,singles,M,Gold,fuck_off
1964,Innsbruck,Luge,Luge,EUA,singles,M,Silver,fuck_off
1964,Innsbruck,Luge,Luge,EUA,singles,W,Gold,fuck_off
1964,Innsbruck,Luge,Luge,EUA,singles,W,Silver,fuck_off
1964,Innsbruck,Skating,Figure skating,EUA,individual,M,Gold,fuck_off
1964,Innsbruck,Skating,Figure skating,EUA,pairs,X,Silver,fuck_off
1964,Innsbruck,Skiing,Alpine Skiing,EUA,downhill,M,Bronze,fuck_off
1964,Innsbruck,Skiing,Nordic Combined,EUA,individual,M,Bronze,fuck_off
1964,Innsbruck,Skating,Speed skating,FIN,1000m,W,Bronze,fuck_off
1964,Innsbruck,Skating,Speed skating,FIN,1500m,W,Silver,fuck_off
1964,Innsbruck,Skiing,Cross Country S,FIN,15km,M,Gold,fuck_off
1964,Innsbruck,Skiing,Cross Country S,FIN,30km mass start,M,Gold,fuck_off
1964,Innsbruck,Skiing,Cross Country S,FIN,3x5km relay,W,Bronze,fuck_off
1964,Innsbruck,Skiing,Cross Country S,FIN,4x10km relay,M,Silver,fuck_off
1964,Innsbruck,Skiing,Cross Country S,FIN,50km,M,Bronze,fuck_off
1964,Innsbruck,Skiing,Cross Country S,FIN,5km,W,Silver,fuck_off
1964,Innsbruck,Skiing,Ski Jumping,FIN,K120 individual (90m),M,Silver,fuck_off
1964,Innsbruck,Skiing,Ski Jumping,FIN,K90 individual (70m),M,Gold,fuck_off
1964,Innsbruck,Skating,Figure skating,FRA,individual,M,Silver,fuck_off
1964,Innsbruck,Skiing,Alpine Skiing,FRA,downhill,M,Silver,fuck_off
1964,Innsbruck,Skiing,Alpine Skiing,FRA,giant slalom,M,Gold,fuck_off
1964,Innsbruck,Skiing,Alpine Skiing,FRA,giant slalom,W,Gold,fuck_off
1964,Innsbruck,Skiing,Alpine Skiing,FRA,giant slalom,W,Silver,fuck_off
1964,Innsbruck,Skiing,Alpine Skiing,FRA,slalom,W,Gold,fuck_off
1964,Innsbruck,Skiing,Alpine Skiing,FRA,slalom,W,Silver,fuck_off
1964,Innsbruck,Bobsleigh,Bobsleigh,GBR,two-man,M,Gold,fuck_off
1964,Innsbruck,Bobsleigh,Bobsleigh,ITA,four-man,M,Bronze,fuck_off
1964,Innsbruck,Bobsleigh,Bobsleigh,ITA,two-man,M,Bronze,fuck_off
1964,Innsbruck,Bobsleigh,Bobsleigh,ITA,two-man,M,Silver,fuck_off
1964,Innsbruck,Luge,Luge,ITA,doubles,X,Bronze,fuck_off
1964,Innsbruck,Skating,Figure skating,NED,individual,W,Gold,fuck_off
1964,Innsbruck,Skating,Speed skating,NED,1500m,M,Silver,fuck_off
1964,Innsbruck,Biathlon,Biathlon,NOR,20km,M,Bronze,fuck_off
1964,Innsbruck,Skating,Speed skating,NOR,10000m,M,Bronze,fuck_off
1964,Innsbruck,Skating,Speed skating,NOR,10000m,M,Silver,fuck_off
1964,Innsbruck,Skating,Speed skating,NOR,1500m,M,Bronze,fuck_off
1964,Innsbruck,Skating,Speed skating,NOR,5000m,M,Bronze,fuck_off
1964,Innsbruck,Skating,Speed skating,NOR,5000m,M,Gold,fuck_off
1964,Innsbruck,Skating,Speed skating,NOR,5000m,M,Silver,fuck_off
1964,Innsbruck,Skating,Speed skating,NOR,500m,M,Silver,fuck_off
1964,Innsbruck,Skiing,Cross Country S,NOR,15km,M,Silver,fuck_off
1964,Innsbruck,Skiing,Cross Country S,NOR,30km mass start,M,Silver,fuck_off
1964,Innsbruck,Skiing,Nordic Combined,NOR,individual,M,Gold,fuck_off
1964,Innsbruck,Skiing,Ski Jumping,NOR,K120 individual (90m),M,Bronze,fuck_off
1964,Innsbruck,Skiing,Ski Jumping,NOR,K120 individual (90m),M,Gold,fuck_off
1964,Innsbruck,Skiing,Ski Jumping,NOR,K90 individual (70m),M,Bronze,fuck_off
1964,Innsbruck,Skiing,Ski Jumping,NOR,K90 individual (70m),M,Silver,fuck_off
1964,Innsbruck,Skating,Speed skating,PRK,3000m,W,Silver,fuck_off
1964,Innsbruck,Ice Hockey,Ice Hockey,SWE,ice hockey,M,Silver,fuck_off
1964,Innsbruck,Skating,Speed skating,SWE,10000m,M,Gold,fuck_off
1964,Innsbruck,Skiing,Cross Country S,SWE,15km,M,Bronze,fuck_off
1964,Innsbruck,Skiing,Cross Country S,SWE,3x5km relay,W,Silver,fuck_off
1964,Innsbruck,Skiing,Cross Country S,SWE,4x10km relay,M,Gold,fuck_off
1964,Innsbruck,Skiing,Cross Country S,SWE,50km,M,Gold,fuck_off
1964,Innsbruck,Skiing,Cross Country S,SWE,50km,M,Silver,fuck_off
1964,Innsbruck,Ice Hockey,Ice Hockey,TCH,ice hockey,M,Bronze,fuck_off
1964,Innsbruck,Biathlon,Biathlon,URS,20km,M,Gold,fuck_off
1964,Innsbruck,Biathlon,Biathlon,URS,20km,M,Silver,fuck_off
1964,Innsbruck,Ice Hockey,Ice Hockey,URS,ice hockey,M,Gold,fuck_off
1964,Innsbruck,Skating,Figure skating,URS,pairs,X,Gold,fuck_off
1964,Innsbruck,Skating,Speed skating,URS,1000m,W,Gold,fuck_off
1964,Innsbruck,Skating,Speed skating,URS,1000m,W,Silver,fuck_off
1964,Innsbruck,Skating,Speed skating,URS,1500m,M,Gold,fuck_off
1964,Innsbruck,Skating,Speed skating,URS,1500m,W,Bronze,fuck_off
1964,Innsbruck,Skating,Speed skating,URS,1500m,W,Gold,fuck_off
1964,Innsbruck,Skating,Speed skating,URS,3000m,W,Gold,fuck_off
1964,Innsbruck,Skating,Speed skating,URS,3000m,W,Silver,fuck_off
1964,Innsbruck,Skating,Speed skating,URS,500m,M,Silver,fuck_off
1964,Innsbruck,Skating,Speed skating,URS,500m,M,Silver,fuck_off
1964,Innsbruck,Skating,Speed skating,URS,500m,W,Bronze,fuck_off
1964,Innsbruck,Skating,Speed skating,URS,500m,W,Gold,fuck_off
1964,Innsbruck,Skating,Speed skating,URS,500m,W,Silver,fuck_off
1964,Innsbruck,Skiing,Cross Country S,URS,10km,W,Bronze,fuck_off
1964,Innsbruck,Skiing,Cross Country S,URS,10km,W,Gold,fuck_off
1964,Innsbruck,Skiing,Cross Country S,URS,10km,W,Silver,fuck_off
1964,Innsbruck,Skiing,Cross Country S,URS,30km mass start,M,Bronze,fuck_off
1964,Innsbruck,Skiing,Cross Country S,URS,3x5km relay,W,Gold,fuck_off
1964,Innsbruck,Skiing,Cross Country S,URS,4x10km relay,M,Bronze,fuck_off
1964,Innsbruck,Skiing,Cross Country S,URS,5km,W,Bronze,fuck_off
1964,Innsbruck,Skiing,Cross Country S,URS,5km,W,Gold,fuck_off
1964,Innsbruck,Skiing,Nordic Combined,URS,individual,M,Silver,fuck_off
1964,Innsbruck,Skating,Figure skating,USA,individual,M,Bronze,fuck_off
1964,Innsbruck,Skating,Speed skating,USA,500m,M,Gold,fuck_off
1964,Innsbruck,Skiing,Alpine Skiing,USA,giant slalom,W,Silver,fuck_off
1964,Innsbruck,Skiing,Alpine Skiing,USA,slalom,M,Bronze,fuck_off
1964,Innsbruck,Skiing,Alpine Skiing,USA,slalom,M,Silver,fuck_off
1964,Innsbruck,Skiing,Alpine Skiing,USA,slalom,W,Bronze,fuck_off
1968,Grenoble,Bobsleigh,Bobsleigh,AUT,four-man,M,Silver,fuck_off
1968,Grenoble,Luge,Luge,AUT,doubles,X,Silver,fuck_off
1968,Grenoble,Luge,Luge,AUT,singles,M,Gold,fuck_off
1968,Grenoble,Skating,Figure skating,AUT,individual,M,Gold,fuck_off
1968,Grenoble,Skiing,Alpine Skiing,AUT,downhill,W,Bronze,fuck_off
1968,Grenoble,Skiing,Alpine Skiing,AUT,downhill,W,Gold,fuck_off
1968,Grenoble,Skiing,Alpine Skiing,AUT,giant slalom,M,Bronze,fuck_off
1968,Grenoble,Skiing,Alpine Skiing,AUT,slalom,M,Bronze,fuck_off
1968,Grenoble,Skiing,Alpine Skiing,AUT,slalom,M,Silver,fuck_off
1968,Grenoble,Skiing,Ski Jumping,AUT,K90 individual (70m),M,Bronze,fuck_off
1968,Grenoble,Skiing,Ski Jumping,AUT,K90 individual (70m),M,Silver,fuck_off
1968,Grenoble,Ice Hockey,Ice Hockey,CAN,ice hockey,M,Bronze,fuck_off
1968,Grenoble,Skiing,Alpine Skiing,CAN,giant slalom,W,Gold,fuck_off
1968,Grenoble,Skiing,Alpine Skiing,CAN,slalom,W,Silver,fuck_off
1968,Grenoble,Skating,Speed skating,FIN,1500m,W,Gold,fuck_off
1968,Grenoble,Skating,Speed skating,FIN,3000m,W,Silver,fuck_off
1968,Grenoble,Skiing,Cross Country S,FIN,15km,M,Silver,fuck_off
1968,Grenoble,Skiing,Cross Country S,FIN,30km mass start,M,Bronze,fuck_off
1968,Grenoble,Skiing,Cross Country S,FIN,4x10km relay,M,Bronze,fuck_off
1968,Grenoble,Skating,Figure skating,FRA,individual,M,Bronze,fuck_off
1968,Grenoble,Skiing,Alpine Skiing,FRA,downhill,M,Gold,fuck_off
1968,Grenoble,Skiing,Alpine Skiing,FRA,downhill,M,Silver,fuck_off
1968,Grenoble,Skiing,Alpine Skiing,FRA,downhill,W,Silver,fuck_off
1968,Grenoble,Skiing,Alpine Skiing,FRA,giant slalom,M,Gold,fuck_off
1968,Grenoble,Skiing,Alpine Skiing,FRA,giant slalom,W,Silver,fuck_off
1968,Grenoble,Skiing,Alpine Skiing,FRA,slalom,M,Gold,fuck_off
1968,Grenoble,Skiing,Alpine Skiing,FRA,slalom,W,Bronze,fuck_off
1968,Grenoble,Skiing,Alpine Skiing,FRA,slalom,W,Gold,fuck_off
1968,Grenoble,Bobsleigh,Bobsleigh,FRG,two-man,M,Silver,fuck_off
1968,Grenoble,Luge,Luge,FRG,doubles,X,Bronze,fuck_off
1968,Grenoble,Luge,Luge,FRG,singles,W,Bronze,fuck_off
1968,Grenoble,Luge,Luge,FRG,singles,W,Silver,fuck_off
1968,Grenoble,Skating,Figure skating,FRG,pairs,X,Bronze,fuck_off
1968,Grenoble,Skating,Speed skating,FRG,500m,M,Gold,fuck_off
1968,Grenoble,Skiing,Nordic Combined,FRG,individual,M,Gold,fuck_off
1968,Grenoble,Luge,Luge,GDR,doubles,X,Gold,fuck_off
1968,Grenoble,Luge,Luge,GDR,singles,M,Bronze,fuck_off
1968,Grenoble,Luge,Luge,GDR,singles,M,Silver,fuck_off
1968,Grenoble,Skating,Figure skating,GDR,individual,W,Silver,fuck_off
1968,Grenoble,Skiing,Nordic Combined,GDR,individual,M,Bronze,fuck_off
1968,Grenoble,Bobsleigh,Bobsleigh,ITA,four-man,M,Gold,fuck_off
1968,Grenoble,Bobsleigh,Bobsleigh,ITA,two-man,M,Gold,fuck_off
1968,Grenoble,Luge,Luge,ITA,singles,W,Gold,fuck_off
1968,Grenoble,Skiing,Cross Country S,ITA,30km mass start,M,Gold,fuck_off
1968,Grenoble,Skating,Speed skating,NED,1000m,W,Gold,fuck_off
1968,Grenoble,Skating,Speed skating,NED,1500m,M,Gold,fuck_off
1968,Grenoble,Skating,Speed skating,NED,1500m,M,Silver,fuck_off
1968,Grenoble,Skating,Speed skating,NED,1500m,W,Bronze,fuck_off
1968,Grenoble,Skating,Speed skating,NED,1500m,W,Silver,fuck_off
1968,Grenoble,Skating,Speed skating,NED,3000m,W,Bronze,fuck_off
1968,Grenoble,Skating,Speed skating,NED,3000m,W,Gold,fuck_off
1968,Grenoble,Skating,Speed skating,NED,5000m,M,Bronze,fuck_off
1968,Grenoble,Skating,Speed skating,NED,5000m,M,Silver,fuck_off
1968,Grenoble,Biathlon,Biathlon,NOR,20km,M,Gold,fuck_off
1968,Grenoble,Biathlon,Biathlon,NOR,4x7.5km relay,M,Silver,fuck_off
1968,Grenoble,Skating,Speed skating,NOR,10000m,M,Silver,fuck_off
1968,Grenoble,Skating,Speed skating,NOR,1500m,M,Silver,fuck_off
1968,Grenoble,Skating,Speed skating,NOR,5000m,M,Gold,fuck_off
1968,Grenoble,Skating,Speed skating,NOR,500m,M,Silver,fuck_off
1968,Grenoble,Skiing,Cross Country S,NOR,10km,W,Bronze,fuck_off
1968,Grenoble,Skiing,Cross Country S,NOR,10km,W,Silver,fuck_off
1968,Grenoble,Skiing,Cross Country S,NOR,15km,M,Gold,fuck_off
1968,Grenoble,Skiing,Cross Country S,NOR,30km mass start,M,Silver,fuck_off
1968,Grenoble,Skiing,Cross Country S,NOR,3x5km relay,W,Gold,fuck_off
1968,Grenoble,Skiing,Cross Country S,NOR,4x10km relay,M,Gold,fuck_off
1968,Grenoble,Skiing,Cross Country S,NOR,50km,M,Gold,fuck_off
1968,Grenoble,Skiing,Ski Jumping,NOR,K120 individual (90m),M,Bronze,fuck_off
1968,Grenoble,Bobsleigh,Bobsleigh,ROU,two-man,M,Bronze,fuck_off
1968,Grenoble,Bobsleigh,Bobsleigh,SUI,four-man,M,Bronze,fuck_off
